1,0.878373
2,0.885812
3,0.260124
4,0.216973
5,0.076661
6,0.013070
7,0.131832
8,0.823659
9,0.662383
10,0.703384
11,0.694261
12,0.055852
13,0.092080
14,0.048508
15,0.083658
16,0.338204
17,0.466276
18,0.172770
19,0.397039
20,0.544017
21,0.640674
22,0.577313
23,0.712577
24,0.488289
25,0.508579
26,0.010288
27,0.918671
28,0.798096
29,0.793872
30,0.290573
31,0.435839
32,0.511358
33,0.035223
34,0.008901
35,0.364464
36,0.043716
37,0.294495
38,0.184500
39,0.010777
40,0.027001
41,0.221542
42,0.754705
43,0.874671
44,0.898767
45,0.930701
46,0.809322
47,0.764801
48,0.715799
49,0.916620
50,0.932741
51,0.969406
52,0.981064
53,0.978581
54,0.707365
55,0.982356
56,0.957731
57,0.265498
58,0.402656
59,0.555497
60,0.602513
61,0.802287
62,0.275526
63,0.509653
64,0.723648
65,0.493885
66,0.617622
67,0.249920
68,0.530065
69,0.897036
70,0.822313
71,0.882216
72,0.750256
73,0.795011
74,0.751097
75,0.100816
76,0.172102
77,0.002345
78,0.005842
79,0.023031
80,0.280344
81,0.523506
82,0.189487
83,0.018320
84,0.096806
85,0.023397
86,0.048791
87,0.134423
88,0.017788
89,0.013204
90,0.034809
91,0.571471
92,0.289354
93,0.113240
94,0.146769
95,0.177147
96,0.859222
97,0.741098
98,0.695064
99,0.730680
100,0.740513
101,0.724515
102,0.828565
103,0.902210
104,0.869095
105,0.945267
106,0.937767
107,0.956867
108,0.941988
109,0.940141
110,0.954005
111,0.946029
112,0.951801
113,0.954696
114,0.963732
115,0.965276
116,0.958558
117,0.938119
118,0.910774
119,0.621878
120,0.578031
121,0.531563
122,0.638912
123,0.482828
124,0.449441
125,0.763774
126,0.775551
127,0.406048
128,0.324189
129,0.884256
130,0.957449
131,0.947463
132,0.931803
133,0.924675
134,0.898874
135,0.903732
136,0.952373
137,0.941210
138,0.958040
139,0.512050
140,0.225576
141,0.180655
142,0.187980
143,0.438572
144,0.936812
145,0.752837
146,0.869867
147,0.648085
148,0.717749
149,0.847787
150,0.918235
151,0.929224
152,0.913786
153,0.924755
154,0.950292
155,0.826006
156,0.499486
157,0.353039
158,0.177306
159,0.251625
160,0.125863
161,0.480050
162,0.101601
163,0.118221
164,0.289802
165,0.870436
166,0.809621
167,0.938084
168,0.921268
169,0.721781
170,0.980305
171,0.247338
172,0.588587
173,0.892736
174,0.812992
175,0.708621
176,0.637078
177,0.400788
178,0.094409
179,0.091847
180,0.118702
181,0.745877
182,0.568229
183,0.785013
184,0.868304
185,0.868570
186,0.878221
187,0.862098
188,0.844550
189,0.856843
190,0.813928
191,0.018904
192,0.820524
193,0.690537
194,0.540233
195,0.007446
196,0.580889
197,0.707930
198,0.810722
199,0.932112
200,0.928765
201,0.038517
202,0.035057
203,0.022700
204,0.013438
205,0.085673
206,0.697659
207,0.738225
208,0.809410
209,0.803193
210,0.221215
211,0.343291
212,0.548370
213,0.045687
214,0.035528
215,0.031517
216,0.019163
217,0.015241
218,0.015399
219,0.007748
220,0.059824
221,0.054531
222,0.025403
223,0.020294
224,0.089558
225,0.932491
226,0.937838
227,0.923043
228,0.917988
229,0.553088
230,0.598623
231,0.478371
232,0.372793
233,0.906326
234,0.866449
235,0.851372
236,0.876325
237,0.627371
238,0.872186
239,0.482303
240,0.131270
241,0.206722
242,0.822330
243,0.548931
244,0.899357
245,0.920964
246,0.914368
247,0.968791
248,0.926274
249,0.563771
250,0.872495
251,0.820884
252,0.193448
253,0.094900
254,0.128431
255,0.219431
256,0.283433
257,0.129840
258,0.093069
259,0.046212
260,0.030056
261,0.750481
262,0.825707
263,0.390327
264,0.778289
265,0.535551
266,0.693762
267,0.816657
268,0.836688
269,0.866120
270,0.870093
271,0.875865
272,0.869048
273,0.869948
274,0.861737
275,0.808214
276,0.790042
277,0.799222
278,0.155039
279,0.454659
280,0.682422
281,0.623873
282,0.298942
283,0.702391
284,0.806640
285,0.782589
286,0.712142
287,0.298166
288,0.141318
289,0.159233
290,0.143306
291,0.600676
292,0.815826
293,0.911980
294,0.502601
295,0.599414
296,0.338169
297,0.240376
298,0.282459
299,0.448735
300,0.053730
301,0.149251
302,0.718313
303,0.914983
304,0.857041
305,0.731733
306,0.864351
307,0.834161
308,0.890248
309,0.834350
310,0.910024
311,0.859650
312,0.043834
313,0.047031
314,0.092758
315,0.863474
316,0.869454
317,0.679472
318,0.107030
319,0.555745
320,0.754584
321,0.456131
322,0.424820
323,0.461533
324,0.300091
325,0.583893
326,0.118924
327,0.010780
328,0.303463
329,0.013224
330,0.049640
331,0.233027
332,0.614781
333,0.807428
334,0.046359
335,0.387853
336,0.292301
337,0.166079
338,0.852763
339,0.925847
340,0.824769
341,0.795530
342,0.856160
343,0.884761
344,0.871805
345,0.809863
346,0.211585
347,0.068985
348,0.767169
349,0.820170
350,0.786068
351,0.899019
352,0.250253
353,0.233365
354,0.195064
355,0.840191
356,0.943702
357,0.913340
358,0.940866
359,0.833688
360,0.886325
361,0.934961
362,0.942563
363,0.946357
364,0.957883
365,0.830258
366,0.950641
367,0.888397
368,0.789825
369,0.882501
370,0.954453
371,0.956252
372,0.918916
373,0.904504
374,0.893122
375,0.851464
376,0.847204
377,0.816157
378,0.832188
379,0.917395
380,0.898253
381,0.929162
382,0.941092
383,0.941142
384,0.950998
385,0.740318
386,0.157996
387,0.407752
388,0.756277
389,0.782718
390,0.897188
391,0.226446
392,0.391571
393,0.932022
394,0.798025
395,0.016501
